stock_1,stock_2,mi_value
COST,MTB,1.395386355430801
GEN,PFG,1.395375306284442
AMAT,NCLH,1.3953583437824735
JNJ,PNC,1.3953569018399823
NDSN,WDAY,1.3953524730773537
NRG,WDAY,1.3953244490807861
JNJ,TROW,1.3953241982576066
PNR,TSLA,1.3953233852969662
AMGN,TROW,1.395317455663231
GIS,KEYS,1.3953059122337907
DOW,STLD,1.395293138458563
GM,MA,1.3952860268851779
PNW,TRV,1.3952757041732626
CNP,EG,1.3952644304544988
MGM,UNH,1.3952639919577614
CAH,MET,1.395236628653669
CAH,PNC,1.3952225316512346
MCD,NTRS,1.3952140933848993
CPAY,DHI,1.395211269793115
EBAY,KDP,1.3952063266762773
ADBE,FANG,1.395186944223184
BG,PAYC,1.3951760365065213
CI,VST,1.3951735319768475
FSLR,ZBRA,1.3951502112790957
HBAN,OKE,1.3951173243780068
IBM,WELL,1.3951147844025737
MET,TER,1.3951094043076933
IR,PRU,1.3951090340227266
OTIS,WMT,1.3951000827064033
CMG,LW,1.395094562622971
AMT,MLM,1.3950846110171506
AMGN,WMB,1.3950696680995642
APO,ESS,1.3950693943163015
HRL,MSCI,1.3950687253343739
DVA,NSC,1.3950580241003887
PNW,TKO,1.3950500313269472
BALL,TTD,1.3950408334511804
DHR,PSA,1.3950359772853405
BKNG,NUE,1.3950314673314286
APTV,BLK,1.3950131640929522
CF,NSC,1.3950107538346435
MAS,TSLA,1.394996829288967
CL,PANW,1.394996457953754
AMP,DOW,1.394994322991392
ACN,MDT,1.3949883491142363
ROP,ULTA,1.394983376711624
LW,VRSK,1.3949812525972958
AXP,NEM,1.394971475643737
CRL,NWS,1.3949545462801265
CBRE,STT,1.3949461175243498
CCI,KR,1.3949295985217005
HPQ,LULU,1.3949281136008027
EL,FFIV,1.3948852321737564
DHR,INVH,1.3948794592585816
EVRG,PSA,1.394874006092895
ALLE,NUE,1.3948373162636925
MKC,TRV,1.3948369433088001
CME,DVA,1.3948360851331498
IBM,WMB,1.3948328962570493
PYPL,XEL,1.3948304271614387
DUK,SNA,1.3948242192099094
KMI,LYV,1.39481808337442
DXCM,HPQ,1.3948077494250073
BALL,DELL,1.3948046775034444
GIS,L,1.3948046405389736
FFIV,UNP,1.3948011798843076
CNP,KHC,1.3947931435417738
ADM,TECH,1.3947897719692488
BG,DPZ,1.3947878050652032
INVH,TRV,1.394783898095114
KEY,STLD,1.3947808206485763
AES,CBOE,1.3947413017304915
CHD,DVA,1.3947382635529801
AXP,SWK,1.3947381531049219
EG,PCG,1.3947312195355637
CARR,NFLX,1.3947225529668437
AES,VMC,1.394717076277207
IBKR,XYZ,1.3947162563341458
BG,SHW,1.3946789386360827
LH,VST,1.3946727901660927
FAST,PSA,1.3946678436422804
STE,XYZ,1.394624343576392
COR,MKC,1.3946224786539367
CF,CMI,1.3945670723094234
APP,HBAN,1.3945566750979987
FAST,SPG,1.3945372538203729
BA,GWW,1.3945262895797685
CDNS,LW,1.394516863039468
INTC,V,1.3945152878885825
APP,DRI,1.3944957898193742
BF-B,ZBRA,1.394493530451739
ANET,FTV,1.3944713209069988
EPAM,PSKY,1.3944673041028448
CMCSA,NOW,1.3944632407544295
CHRW,PANW,1.3944401367913724
MET,MRNA,1.3944374793736432
COF,SYY,1.3944334512731793
HBAN,SHW,1.394411698626569
ACGL,CL,1.3943972480224343
MO,PAYX,1.3943582171965052
KHC,MAR,1.3943540357746016
FISV,VICI,1.3943466075148983
IDXX,TPR,1.394339074350621
EW,SBUX,1.394329325053972
IP,TT,1.3943281168293968
DGX,FSLR,1.39432497903657
JBL,KMI,1.3943183435738933
VRTX,WDAY,1.394302862518166
PLTR,RJF,1.394291737308586
KR,WAT,1.3942888845751318
AIZ,FSLR,1.3942877095229653
BALL,MS,1.3942788752016486
AXP,REGN,1.3942486200411546
BSX,CHRW,1.3942453101315517
DRI,SLB,1.3942414592532808
FAST,GEV,1.394223273450775
EBAY,HOLX,1.394218179250959
NI,PODD,1.3942169509769025
LDOS,SYF,1.394213453167242
IBKR,NTRS,1.3942129851060505
AIG,PLTR,1.3941936724647055
AES,EVRG,1.3941865424578117
LIN,O,1.394179034825278
MRSH,WFC,1.3941616170863163
LRCX,SLB,1.3941489026476583
MKC,TER,1.39414628237733
IRM,TSLA,1.3941083760136763
DXCM,TROW,1.3940989803330588
AMCR,PCG,1.3940734057833821
BALL,EVRG,1.3940676410655488
CRWD,MAR,1.3940547206582956
EQT,OKE,1.3940534735134213
MRK,RF,1.3940478171216653
CL,TEL,1.3940394405255947
PSA,PTC,1.3940336963043696
NKE,PYPL,1.3940058154148554
HBAN,TXN,1.3940023014416238
CSGP,EVRG,1.3939953912111305
CMS,EG,1.393988078415552
MAS,WDAY,1.3939832962197614
ES,TTWO,1.3939805705716377
AEP,CEG,1.3939653885247207
TGT,VST,1.393961477701724
MRNA,WELL,1.393956697374055
ERIE,SWK,1.393945548011249
IR,PCG,1.3939303836923707
AIG,ATO,1.393921232326213
ACGL,KHC,1.3939101859740612
EG,TYL,1.3939026766792897
BRO,UAL,1.393895969105598
BK,NUE,1.3938849392992776
F,ROL,1.393884246058445
COP,WST,1.39386764735564
ALB,TER,1.393853564414303
LW,NVR,1.3938515088433645
JBHT,TGT,1.3938474854893672
META,MMM,1.3938363748598162
C,DOV,1.393835450963804
AVGO,TFC,1.3938315990504335
APP,HUM,1.393825666567
ESS,ORLY,1.3938218283423647
CI,CRM,1.3938137757192792
CVX,KEYS,1.3938119282324384
CCL,EW,1.3937976896269817
CSCO,HUM,1.3937925770280521
EME,MDT,1.3937817242003003
DOW,TRGP,1.3937737060494597
NEM,TER,1.3937732270408913
SCHW,VRSN,1.3937721363129008
CINF,EA,1.3937687475110907
NDAQ,OXY,1.3937682971366325
AMGN,KHC,1.3937675346000358
F,MAR,1.3937663526629316
REGN,TSCO,1.3937522293108702
TT,UHS,1.3937049509051258
ABT,BA,1.393668948149929
CRWD,SYK,1.393662133328092
LULU,WDAY,1.3936588162042005
MS,SPG,1.3936549486800134
HD,MDT,1.393647212656336
MTB,OKE,1.3936455293368415
AMCR,HSY,1.3936441868604592
ARE,KHC,1.3936429973749778
APTV,MCO,1.3936086441061284
CVX,DGX,1.3935940906339535
AMGN,VMC,1.3935928156844293
RJF,SWK,1.3935870502977765
F,MLM,1.393566715179908
KMI,VRSK,1.3935621271432388
LHX,SBUX,1.3935536851963481
FITB,MTCH,1.393534876826044
EQT,PTC,1.39353058007756
ATO,WAB,1.393524092436944
AES,MRK,1.3935204370443106
APTV,SYK,1.3935172348133076
AVGO,D,1.3935103855688395
DE,ES,1.3934993056470648
AAPL,C,1.3934727084202578
KIM,TRV,1.3934598563241158
JCI,NKE,1.393450860930092
BA,CB,1.3934477681272923
DUK,TSLA,1.393436130526894
DUK,STZ,1.3934060987560886
EMR,RL,1.3933877958567904
FANG,LHX,1.3933793188316033
KMB,LII,1.3933567103978606
FE,PAYC,1.3933549352138572
SBUX,UNP,1.3933462530775365
ERIE,PSX,1.3933378452113927
CDNS,GM,1.3933289347552273
CI,CINF,1.3933232046971848
GPN,TRGP,1.3933224325279507
AVY,IBM,1.393322367257706
MDT,TMO,1.39331679210787
ALB,TEL,1.3933139930019722
BIIB,FIX,1.3933104077984741
CMI,MTB,1.3933080382706193
CNC,HUM,1.3932695029634012
HIG,SLB,1.3932604728972653
DHI,TPR,1.3932558149519212
DECK,HOOD,1.3932557753148744
INVH,TDY,1.3932286857608116
PSKY,STX,1.3932253980029086
SYY,ULTA,1.3932192714958775
IR,NKE,1.3932113313794718
DUK,INVH,1.3932087471774441
AMGN,LEN,1.3932053716908195
BK,HPE,1.3931942667022086
STE,VICI,1.3931907064713756
LULU,PNR,1.3931900040739496
PANW,SYY,1.393174614856325
LIN,UBER,1.3931671431786354
ALB,TSCO,1.3931647398944633
CIEN,EXPD,1.393159606815424
ES,NRG,1.3931510005109604
EFX,NRG,1.3931459012748728
FAST,MMM,1.3931398499238756
LMT,WDAY,1.3931313731768131
AVB,CDNS,1.3931213919558356
EFX,GPC,1.3931090285415697
ETR,VLO,1.3931010424034738
AOS,RF,1.3930867698178286
ESS,NDAQ,1.3930745540529113
ORCL,PSX,1.3930738806085812
CMG,FCX,1.3930689505494096
MPWR,UAL,1.39305847020314
QCOM,SBAC,1.393058317492195
CCI,TRGP,1.393052447692366
HIG,MO,1.3930475867557022
LULU,TRGP,1.3930390030022897
NWS,TER,1.3930353855600053
J,MRNA,1.3930296863534353
CHRW,NTAP,1.3930236732044035
EA,MAR,1.3930235718226043
EXE,TJX,1.3930210082264012
AVY,CMCSA,1.393008291819469
RSG,VTR,1.3930040583946932
AXP,MO,1.392995754109103
AVB,TMUS,1.3929881914522924
AXP,CLX,1.3929770681399176
OTIS,SYK,1.392974849448167
ROK,XYZ,1.392969963730469
BG,VRTX,1.3929652042956155
NOC,UDR,1.3929509715491248
WBD,WRB,1.3929467417948058
UDR,WELL,1.3929378074277774
LULU,MDLZ,1.3929338431379774
AKAM,ERIE,1.3929332233388787
EXR,TRGP,1.3929252681103441
BBY,MOH,1.3929214631314601
DPZ,RCL,1.3929184182930623
AVY,DVA,1.3929147570531508
KMB,LNT,1.3929124451771768
C,HWM,1.3929117662049757
BA,RJF,1.3928980210030393
FFIV,GD,1.3928822732918165
BG,ZTS,1.3928735199821483
EVRG,SCHW,1.392865947859384
PCAR,REGN,1.3928585243194707
ACN,HII,1.392850301874286
BDX,NSC,1.3928499697593555
DOV,UDR,1.392845551964135
LEN,XEL,1.392839086083722
HWM,TAP,1.3928267033514752
ATO,HOLX,1.392822807468702
GD,NEM,1.3928139827084416
FCX,NSC,1.3928000333767394
CCI,QCOM,1.3927992182036106
GWW,INTC,1.392792318247137
OKE,SYF,1.3927879683567088
KHC,SYY,1.3927799474860258
MRK,SBUX,1.3927627464572239
AEP,KMB,1.3927611894955314
FFIV,NRG,1.3927530216197561
BKNG,COO,1.3927457236612815
DRI,PSA,1.392735640950166
CHTR,VRSN,1.3927306347991615
AON,MGM,1.3927296061318375
AIG,RTX,1.3927283871359724
PNC,TROW,1.3927280531224413
PFG,STE,1.3927272763570628
ALLE,WELL,1.3927221410708273
COF,GPN,1.392713032261087
BALL,LULU,1.3927084379374102
FE,PLD,1.3926982862346193
EXC,TROW,1.3926961243199432
MRK,NWS,1.392695875393094
DVN,TDG,1.3926844112605499
UAL,V,1.3926637305301468
COO,DXCM,1.3926572025808286
AMP,DASH,1.392637955165506
CARR,J,1.3926283168636533
ECL,IBM,1.392621489171273
LNT,SBUX,1.3926177305629714
ADM,SMCI,1.3926127722447736
FSLR,L,1.3926039722350456
CVNA,LDOS,1.3925531854008275
EFX,MKC,1.3925489788109764
ED,GPN,1.392543069914942
KMB,MSCI,1.3925411264807075
SYK,TAP,1.392536198440768
ALL,CPAY,1.3925247607367532
DPZ,ES,1.392515709079567
NSC,SWK,1.3925093655876926
IRM,STZ,1.3924936255772173
CAH,CSGP,1.3924882999419745
MOS,NDAQ,1.3924881912153984
PCG,VST,1.3924392493119468
ULTA,ZTS,1.3924388927826885
APO,CTVA,1.392421922298405
HAL,PGR,1.3924072452065603
CBRE,PNW,1.3924041775244262
ADM,ROK,1.3924036203223726
LDOS,SPG,1.3923945073000874
BK,TSCO,1.392390514119051
BBY,CSGP,1.3923807849724685
AKAM,ANET,1.3923796665568817
ITW,PSA,1.3923721387775103
IBM,PG,1.3923661622710792
APO,MGM,1.3923658864927992
FITB,TGT,1.3923589171444675
APO,GM,1.392354308958979
GPC,NRG,1.3923489056429015
REG,SYK,1.392346702743578
LLY,WBD,1.392334536045109
QCOM,SCHW,1.3922912072468898
ALL,REGN,1.3922702112187555
STE,TRGP,1.3922680671040497
NRG,PFG,1.3922652090707253
MO,TRV,1.392264922039038
CB,CVNA,1.3922324100861343
PG,XYZ,1.3922296571304242
JBL,XOM,1.3922245758712664
CIEN,MPC,1.3922233825708454
DUK,EA,1.39221462601304
FANG,PEP,1.3922103631334963
CDW,PPG,1.3921960071857407
AZO,CFG,1.3921909332147842
NUE,STX,1.3921848092639695
CAH,EXR,1.3921704852435866
MTB,TRV,1.3921642103417786
COO,MKC,1.3921589959928606
IBM,JCI,1.3921540884546153
CDNS,MTB,1.3921513367112246
APD,DLR,1.3921479916887072
ETN,NCLH,1.3921477427000046
OTIS,TXT,1.392138545609973
NDSN,PRU,1.3921333997314895
NSC,WMB,1.3921330139904606
CHD,SBUX,1.3921273653908925
APTV,COST,1.3921141145545064
PANW,TROW,1.3920964951649677
UHS,WMT,1.3920849320319748
ACN,HPE,1.3920839615607992
ODFL,SLB,1.3920824788626918
CCI,CIEN,1.3920766695429723
ATO,REG,1.3920765581032608
C,CMI,1.3920710108622958
ARES,OXY,1.3920659847703127
COF,JBHT,1.392056541237754
BX,OTIS,1.3920564205111552
CHTR,RJF,1.3920495427811241
HII,IDXX,1.3920465023677975
CNC,LDOS,1.3920463596020787
BK,DLR,1.3920407898671612
COST,T,1.3920321634141923
LULU,ON,1.3920304210826322
AVB,CPRT,1.3920098714325144
AXP,INTC,1.3920078229409727
F,NDSN,1.3920056049804943
HOLX,MAA,1.39199350742747
MDT,TDY,1.3919931885141164
AMGN,ARE,1.3919881072473856
APD,NKE,1.3919811617692863
BDX,YUM,1.391965281452306
BF-B,TTWO,1.39195239892456
APD,NI,1.3919457306263732
EME,LW,1.3919424776143317
NDSN,VLO,1.391925109670018
CI,ETR,1.3918895999196876
UNP,XYZ,1.3918722896694113
APTV,ARES,1.3918556746393114
BG,NSC,1.3918419523500163
CI,SW,1.3918331741250047
DLR,FITB,1.3918306277775687
ARE,NI,1.3918302690402495
FSLR,TRGP,1.3918077334998409
CFG,ZBRA,1.3918047323112763
CL,TECH,1.391787499427999
FSLR,MAR,1.3917801352204813
ABBV,DVN,1.3917727909399393
FDX,MCD,1.3917714637310044
ALGN,SMCI,1.3917694522057051
EQT,JBL,1.3917176000942448
CFG,PAYX,1.3917016317422062
AEP,CPAY,1.3916999646666806
COST,VZ,1.3916956652269208
CRM,PNC,1.3916922550461788
STZ,TEL,1.3916858661310736
ADM,ECL,1.391684472036719
NEM,TGT,1.3916810394143035
AMCR,NTAP,1.3916702868132238
MNST,PFG,1.3916641697423129
ED,KEYS,1.3916625726597176
DVN,LRCX,1.3916486695149877
CHRW,XEL,1.3916222261639009
ANET,KEY,1.3916158303255914
F,IDXX,1.39159532092792
CL,MTD,1.3915929388084372
GIS,XEL,1.3915718649794995
LEN,TRGP,1.3915609731703824
EXR,GIS,1.3915526826273439
COO,MCK,1.391538078182008
AVB,V,1.3915380314284895
C,GE,1.3915281020960417
GM,KKR,1.3915277301959104
APTV,ETN,1.3915253755124681
ETR,HOLX,1.3915154064681095
JNJ,MET,1.3915100280515538
IDXX,XOM,1.3915082701201622
AMCR,SBAC,1.391502912747032
FANG,PSX,1.391484715196788
IBKR,WDAY,1.3914815523812016
NI,PSA,1.3914809065047298
GPN,XEL,1.3914599721782255
TROW,WAT,1.3914523088650732
FICO,UAL,1.3914359023168938
AFL,FDX,1.391435792526356
CARR,TPR,1.3914298061442818
LII,TAP,1.3914266132074626
KDP,QCOM,1.391397445359068
MCO,PPG,1.3913913962983384
BR,T,1.391384402775917
ECL,ULTA,1.391382493814291
BALL,EXR,1.3913755725089207
CCL,IEX,1.3913640008061647
VTRS,WMB,1.3913542831746177
GPN,TROW,1.3913521661992923
GE,KMI,1.3913314369307785
LIN,NTRS,1.3913190006832175
BF-B,DTE,1.3913091963085333
AVGO,DOW,1.3913048955531049
ISRG,O,1.3913025620717903
GM,TRMB,1.3912969546560152
CVNA,IRM,1.391276491207909
QCOM,RF,1.391272904223508
HLT,TFC,1.3912668254326286
AMGN,UPS,1.391244435442111
APA,AVGO,1.3912239590120967
NDSN,PM,1.3912238592511084
FAST,MDT,1.3912079485712667
HOOD,ICE,1.3912047501378964
ES,IT,1.391196990667071
EG,SRE,1.3911946475226613
EA,ON,1.3911692647885958
ALLE,MDLZ,1.3911546167456357
AMCR,SMCI,1.3911352896168816
CAT,OMC,1.3911252697721925
DRI,RL,1.3911155186167745
DHI,HBAN,1.3911120532076726
TYL,ULTA,1.3911013446155356
PLTR,VMC,1.3910906807041912
BF-B,MCK,1.3910904241354956
GNRC,INVH,1.3910744193930278
BA,NOC,1.391074118554108
CHRW,CSX,1.3910716844592406
DG,PLTR,1.3910640354613606
ATO,KIM,1.3910328260276104
NFLX,WAB,1.3910325552854474
HOLX,RVTY,1.3910316586397813
MO,TJX,1.391026503136441
DE,FIS,1.3910189358092626
CPT,NKE,1.391011866464781
BAX,EBAY,1.39101057174157
MNST,TROW,1.3910105557778167
MKC,WSM,1.391005162885523
ACGL,TSLA,1.3909893757596832
ATO,TXT,1.3909861392056835
CVNA,TMO,1.3909584197994365
PGR,UBER,1.3909532692922217
HCA,RL,1.3909459202696859
MDT,NOW,1.390934825456634
GPC,LHX,1.3909276603847496
BF-B,VRTX,1.3909261597058666
FE,ODFL,1.3909152370426048
KIM,MPWR,1.390904683840027
FTV,ISRG,1.3908933987665812
APP,ROL,1.3908855234977588
HIG,SPG,1.3908662546020762
ALB,GLW,1.3908644215136086
MCO,TPR,1.390855393582946
HWM,JKHY,1.3908492731124427
CCL,DG,1.3908421461503075
MPC,WEC,1.390824129611318
STX,SYF,1.3908123437931361
AVY,CF,1.3907726056838048
PEG,PPL,1.3907684075023743
ANET,CMCSA,1.3907524278711954
MLM,NKE,1.390748219690905
ALB,EW,1.3907433574766994
CCI,KHC,1.3907356661649106
CNC,YUM,1.3907342590712968
DUK,VST,1.390717323795384
HRL,PG,1.3907028513768127
CAH,DLR,1.3906890315691065
LYV,UDR,1.3906850433872762
CLX,NVR,1.3906700160110081
BF-B,HSY,1.390669321293666
MDLZ,NFLX,1.390664163014481
QCOM,WAT,1.3906619361039685
BDX,ITW,1.3906616661668874
AMCR,CSGP,1.3906486521542387
PANW,PRU,1.390647449012559
COF,FFIV,1.3906328640818297
TJX,XOM,1.3905947511846577
BA,TRV,1.3905830988905872
BSX,CVNA,1.3905456298839405
MRNA,TYL,1.390533822907541
DELL,EG,1.3905322142086356
ROK,WELL,1.3905303503356763
CMI,CTVA,1.390529273442838
CRM,TSLA,1.3905205999436432
PNW,PWR,1.390505573259175
AVB,CINF,1.3904977343991454
BG,CBOE,1.39049769077601
NEM,PODD,1.3904940169800604
BRK-B,REG,1.3904922885478899
CLX,PAYC,1.3904914514489752
ED,ROK,1.390467825357515
AIG,DRI,1.3904639667931649
CMS,MPC,1.390456612030296
CPAY,TXN,1.390456583697174
ELV,MDT,1.3904516795950763
CFG,MCK,1.3904486138254009
MLM,RCL,1.3904422859547065
AEE,IBM,1.3904406752424314
CVX,MS,1.3904359068935281
AVB,MSCI,1.3904282918263864
HOLX,HSY,1.390427500992227
DHR,GPC,1.390425866720922
IVZ,PGR,1.390414008690424
TAP,WST,1.390397862314946
VST,ZBRA,1.390394222342498
DTE,SBUX,1.3903913945125383
CHRW,PHM,1.390372190577676
AWK,TRGP,1.390340079756281
CMCSA,KKR,1.390337591474388
GWW,MDT,1.3903361465845845
BLDR,PLTR,1.3903352741519108
BRO,IVZ,1.390331693824899
CPRT,T,1.3903243391034203
BALL,SMCI,1.3903140673504735
ACGL,BA,1.3903102034731178
AVB,MCD,1.3903056691007116
HCA,PSA,1.390296327383229
CEG,PEG,1.390292902226211
DXCM,L,1.3902713737716448
FFIV,LHX,1.390252896198769
BBY,GE,1.3902467696814123
CVNA,PHM,1.3902332673986924
HOLX,LH,1.3902197776924985
ADM,DTE,1.3902064902524593
ED,GLW,1.3902009315870594
APO,TFC,1.3901913751789108
VST,ZTS,1.3901731473761607
KMB,XEL,1.3901679955462998
RTX,SYF,1.3901611753004346
SMCI,TSLA,1.3901401395791453
EXPE,MA,1.390137482065179
AEP,CCL,1.3901373130221883
AOS,EW,1.390134839523959
DRI,WDAY,1.3901222059569673
LDOS,PFE,1.3901176292195438
KKR,PPG,1.3901157758535174
AZO,NCLH,1.3901107182661714
FFIV,GS,1.39008660175542
HUBB,PSX,1.3900493765473794
FTV,MSFT,1.3900489100138127
JCI,JKHY,1.390048819577976
CAH,MCHP,1.3900403512843122
ADP,OXY,1.3900264295187283
AMT,UNP,1.3900194035225242
NEM,STE,1.3899777335176626
NDAQ,PPG,1.3899651988470354
CSGP,VTRS,1.389929215271706
LHX,NXPI,1.389928890414423
GOOG,TFC,1.38992190841826
CIEN,RVTY,1.3899190802730166
EXR,TROW,1.38991836754989
COF,JKHY,1.389914472438237
KIM,LYV,1.3899133077839958
NUE,VTRS,1.3899005295932636
DASH,NOW,1.3898933663144244
DUK,HOLX,1.3898874368162866
BALL,EXC,1.389866710865048
EL,GPC,1.3898640486500207
DXCM,RTX,1.3898545286656558
PSX,TYL,1.3898520055256294
DG,QCOM,1.3898446063573937
LLY,OXY,1.389814829232164
BA,TKO,1.3898091161759336
NRG,RCL,1.3898086262731066
AES,WSM,1.3897974179433898
CINF,RCL,1.389785768613949
MS,PSKY,1.3897815983835942
LULU,RF,1.3897663384048742
IBKR,JBHT,1.3897584392522069
CDW,RL,1.389749330525789
BK,C,1.3897378807967071
KDP,RTX,1.38972914121294
LHX,PFE,1.3897178147948732
TAP,TKO,1.3897098503960994
HOLX,LNT,1.389702426152185
FIS,TTD,1.3896944111798373
KMI,RJF,1.3896800141592869
ANET,CLX,1.3896533734079375
AEP,SBUX,1.3896433899347844
CF,GE,1.389642101320108
POOL,XOM,1.389641392315544
EL,MKC,1.3896391226299618
FIS,IEX,1.3896141579144097
MDLZ,PODD,1.389601126369679
IBKR,TSLA,1.3895942319310421
BK,IEX,1.389592608526583
IQV,TRGP,1.3895738921099638
HAS,PGR,1.3895721534866834
ALB,CINF,1.3895501330661915
CPRT,ESS,1.3895425510619943
DIS,RSG,1.3895274472229664
PPL,SO,1.3895223738082685
KMI,PG,1.389505746817264
CNC,TECH,1.3894987559986345
CHRW,ZBRA,1.389468063119442
PODD,TRGP,1.3894610429861267
MAR,UBER,1.3894602571778083
IT,NEM,1.3894518027467364
APP,GM,1.3894353032692097
BF-B,XEL,1.389412054018384
CVX,DELL,1.3894057120642977
CAT,TAP,1.3894031378060685
EW,KR,1.3894026478808326
HPQ,WEC,1.3894023523056633
C,GOOG,1.3893982865553822
RTX,VTRS,1.389397384167952
AMP,CMCSA,1.3893929521693442
DVA,PANW,1.3893791169508467
OKE,RCL,1.3893702913151957
CVX,XYL,1.3893649158309969
MCO,MDT,1.3893586894018617
F,KEYS,1.3893519427873489
EXPD,GPN,1.3893487039408865
CVNA,MS,1.389339254599508
ELV,SYF,1.3893327414176426
CCL,RVTY,1.3893257255001026
INTC,PWR,1.3892886120048937
AVB,EME,1.3892717031696293
TER,VLO,1.389257639786731
DELL,MKC,1.3892568194347303
SLB,UNH,1.389245266793763
AMAT,INTC,1.389239060743108
BBY,STLD,1.3892344521367794
AWK,WDAY,1.389228271081597
ESS,MCD,1.3892245235642753
AES,IQV,1.3892178389443954
ARE,MOH,1.3891880024750558
ADBE,CF,1.389185882049458
GPC,VICI,1.38918154772119
KHC,WELL,1.389178634508766
AMP,EQT,1.3891716324819505
BR,C,1.3891594126066913
BAC,TSLA,1.3891573564748771
GWW,RL,1.3891509297656606
AES,PEP,1.3891387750666966
FITB,JKHY,1.3891210562480372
JKHY,PNR,1.3891135769510226
COO,TROW,1.3891079223981981
CEG,HBAN,1.3891045731109795
AAPL,UBER,1.3890849801091758
DIS,MSI,1.3890710937924637
CL,PM,1.3890627143654952
CAG,CEG,1.389049646451766
LHX,XYZ,1.3890479406849303
BALL,VMC,1.3890434440779569
AMD,BDX,1.3890397426303962
BX,TPR,1.3890345439447602
DXCM,MDLZ,1.3890287965869372
IT,PSKY,1.3890274816881167
CL,PNR,1.3890250712812917
BG,GE,1.3889752334981313
OKE,TROW,1.3889749151989834
BSX,VICI,1.388972435133378
COR,MO,1.388970326710994
NEE,VST,1.3889567991978935
HPQ,IR,1.3889485654255496
CME,NTRS,1.3889458759428204
FSLR,MTD,1.3889365328770436
FIS,GS,1.388923847054481
CRL,VICI,1.3889208575253982
EME,STT,1.3889032377497028
ED,GIS,1.388903081709435
ED,FDS,1.3888965933107276
UNP,WMB,1.3888864828511658
CMS,SMCI,1.3888703819320378
AON,PSX,1.3888636547490156
GDDY,SCHW,1.3888620330444392
BA,RTX,1.388859809893086
ALGN,CCL,1.3888505987041944
TDG,TFC,1.3888431978474676
BRO,CVS,1.3888305710454543
CFG,CSX,1.38882858687923
HPQ,PM,1.3888238485867728
MPC,SLB,1.3888195253433664
ATO,CHRW,1.388818679635572
COIN,PLTR,1.3888081328305832
APD,MET,1.388800029348859
BA,NSC,1.3887902864887365
CPAY,MAR,1.3887867762345045
CIEN,DLR,1.3887499332557918
NXPI,ROST,1.3887317056348651
AOS,VRSN,1.3887228939350156
AVB,PWR,1.3887175184648253
SMCI,VTRS,1.3887136134005789
NKE,SMCI,1.3887101144631937
IBM,PM,1.388709831590633
LW,TPL,1.388694093396093
BAX,TRMB,1.3886919449206778
AES,STLD,1.3886757790750364
PGR,WY,1.3886496690900807
DOV,PNW,1.3886466737880057
HII,SHW,1.3886350829730596
DPZ,FANG,1.3886328793138103
APP,KR,1.3886302913698463
GIS,STX,1.388621386659647
CBRE,MKC,1.3886056552756816
AFL,HRL,1.3885992543315255
HUBB,KMI,1.388592200435492
EFX,SNA,1.3885723631588431
ITW,MGM,1.3885623764477588
BF-B,TER,1.388560417509298
IBKR,UBER,1.3885593843237949
BF-B,WSM,1.388535900508198
BDX,HCA,1.3885166123956505
COP,PTC,1.3885147766946022
AKAM,FAST,1.388513722936938
FIS,STLD,1.388510539321868
AKAM,BX,1.3885099175869127
EA,NRG,1.3885000075921274
CMI,RL,1.388496404205678
MLM,VST,1.388481047149318
PNC,SBAC,1.3884791891181076
COO,VTRS,1.3884762785938274
NCLH,UNH,1.3884229877859713
CNP,MTCH,1.388420181545251
JBHT,QCOM,1.3884080938286567
BKNG,HUM,1.3883932351449306
BBY,VTRS,1.3883799933933527
CHTR,NTAP,1.3883480560586021
F,PG,1.3883366279740044
CFG,CME,1.3883344624533605
BIIB,MSI,1.388331489770882
EOG,GOOG,1.388325441975032
MPC,NXPI,1.3883241702171183
AXP,CMCSA,1.3883179372765995
STT,XYL,1.388289689202935
HUM,SMCI,1.3882627718170133
AES,ELV,1.3882561754078278
BDX,TECH,1.3882547121389228
NCLH,V,1.3882481538921554
ON,SBAC,1.3882354020039223
CNP,CTVA,1.3882270558544494
KMI,PAYC,1.3882256226995582
FDS,VLO,1.3882195795751124
TPR,URI,1.3882170671258638
BXP,PGR,1.3882159758143087
C,MAR,1.3882083585424243
AEP,LEN,1.3881958875478821
DLR,MNST,1.3881815173905785
AEE,DVA,1.3881787385311362
PKG,PSKY,1.3881759426097942
JKHY,KHC,1.3881730117604703
AWK,BKNG,1.3881668429762581
CRWD,GLW,1.3881544900467422
CI,PODD,1.388143476314434
COO,KDP,1.3881392767302516
CVNA,MRNA,1.3881343367252732
CBOE,SLB,1.388115025706154
EG,EL,1.388114021363149
PAYX,PSX,1.3881086311672381
EMR,FIS,1.3881064274665191
FE,LMT,1.3880805709776614
HII,HON,1.3880769270588333
GEN,NEM,1.388072738736192
AVB,GRMN,1.3880704933608574
PLTR,T,1.3880498529927252
MNST,UPS,1.3880446924307568
AMP,LW,1.3880397010907015
AKAM,ZBRA,1.3880370122751717
HIG,MKC,1.3880344765543635
ITW,PFE,1.3880334335217037
T,TMUS,1.3880307451299865
MRK,PNC,1.3880288737203645
GM,TRV,1.3880116155027091
CCI,ON,1.3879979475813229
IBM,MAS,1.3879904417103772
PSKY,TGT,1.3879712448501087
HPQ,SMCI,1.3879695351162313
KHC,TSLA,1.3879550515440948
FFIV,JCI,1.3879547542225508
