stock_1,stock_2,mi_value
DOV,STLD,1.938735797988074
WST,XYL,1.9386802343618332
DE,MCO,1.938677749733419
PAYC,PH,1.9386092321970245
L,PKG,1.9385762650172234
EME,POOL,1.9385716752273943
CMG,TJX,1.9385447219408967
ACN,BSX,1.9385389921787153
ABBV,BX,1.9385324587353727
ORLY,STE,1.9385266564579189
A,ADP,1.93852658742301
DECK,TXN,1.9384846908302928
DHR,ORCL,1.9384402631326696
DHR,RMD,1.9383698966697211
LDOS,TYL,1.9383672230801476
GNRC,ORCL,1.9383438480537387
AAPL,TEL,1.9383091586165608
APD,ARES,1.938305539630594
ERIE,ODFL,1.9382957654332522
CSCO,SNPS,1.9382843069000593
IRM,SNPS,1.9382824471219844
BSX,LMT,1.9382688679341513
CBRE,GWW,1.9382545534945737
IEX,ORLY,1.9382390998789554
BSX,LYV,1.938215751362078
AMD,RMD,1.9382063857706535
DECK,LULU,1.9381995367380478
DUK,MCD,1.9381669397472763
PAYC,PLD,1.9381200213550591
NVR,PKG,1.9381191740287989
GWW,PG,1.938053363242097
CAT,CMG,1.938052311442764
AEE,ICE,1.9379763640095429
ADP,BLDR,1.9379724576308153
SHW,STE,1.937959454955547
AXON,ECL,1.9379538842292021
CDW,GS,1.9379535559813519
ABT,WST,1.9379389226140369
CB,ERIE,1.9379347074579891
CBOE,NOW,1.937931932970315
FIX,STE,1.9379211684192899
ACGL,MSCI,1.9378820576278333
CSGP,MSI,1.9378753652356528
AIZ,CMI,1.9378626282440492
J,NSC,1.93784863634131
AVGO,BAC,1.9378429107771273
A,AON,1.9378196342463243
IEX,TDY,1.9377435645411298
MSFT,WELL,1.937699023469288
CMG,DHR,1.9376936276555032
CDW,EXPD,1.9376923674960764
CBRE,HWM,1.937686884663605
BSX,TRV,1.9376535412124984
AMAT,ELV,1.9376454690347928
ADP,VRTX,1.9375911698683137
AFL,IBKR,1.9375884895905744
ADI,EXPD,1.937587593123516
HD,MS,1.9375821757240455
AEE,PAYX,1.9375806608627502
CB,CMI,1.9375739769965101
ABT,BLK,1.9375520965536426
ROL,UNP,1.9375504169715867
DXCM,NVDA,1.9375431670833603
FISV,SO,1.9375226907616983
PODD,WMT,1.9374813380506117
AMZN,VRTX,1.937451692165321
BLDR,ROL,1.9374184527963756
AON,APD,1.9374146583831842
CAT,KEYS,1.9374142964137926
ISRG,ROST,1.9374081349533105
ADI,BX,1.9373991775529584
KO,TRV,1.9373963358063564
ACN,ADSK,1.937381024945494
DOV,PG,1.9373801038948604
HSY,PG,1.93736886836651
MRK,V,1.9373571261811127
FISV,TTWO,1.9373392017167474
HCA,PHM,1.9373198810697783
COF,MS,1.937296651673204
IR,ORCL,1.9372733959001005
HCA,TKO,1.9372727992640364
STLD,TDG,1.9372458306347944
MCK,PLTR,1.9372454769776528
COST,JCI,1.937209250592597
MCO,TECH,1.9371958730952885
LLY,MRK,1.937176350543798
CB,PKG,1.93715876417044
APH,ETR,1.9371042779198655
NDAQ,SCHW,1.937101080520946
HIG,MAR,1.9370417583578243
AME,META,1.9370309100410303
AAPL,ROK,1.9370238597689908
CFG,HBAN,1.9369973547163974
CDNS,JKHY,1.9369739677291635
FTNT,TSCO,1.936918477219643
ROL,TXN,1.9369064171371881
INTU,OKE,1.9368973662080968
CSCO,ORCL,1.9368839760272805
CTAS,WELL,1.9368539645372367
ABBV,ODFL,1.9368110301273997
ORLY,PEG,1.9368104820991001
AWK,WST,1.936801659992307
MCO,TTD,1.9367934816612424
DOV,MTD,1.9367800662119021
AZO,CMI,1.9367682553770091
ABT,BSX,1.9367547233486198
SYK,TSCO,1.93669318592436
BRK-B,IDXX,1.936691574184152
BSX,URI,1.9366778579716315
DECK,TDY,1.9366742736662883
AAPL,NRG,1.9366693754683442
ABBV,NOC,1.936631677894882
KEYS,TMUS,1.9366278723986892
NEE,NOW,1.9366172481950483
IR,PGR,1.9365875549266318
JBL,META,1.936573246313406
ETR,WRB,1.936556836754182
GOOG,MAS,1.9365304596857695
BRK-B,NSC,1.9365297025748645
PEP,TT,1.936526055095509
EPAM,ETN,1.9365214245637086
HSY,INTU,1.9365031285637797
COST,GEN,1.936480378458284
IT,ITW,1.9364629901787247
CRL,IDXX,1.9364502070463447
AMZN,RMD,1.9364263944287012
BSX,IDXX,1.9363770013091546
LLY,TMO,1.9363678932397115
AMD,NSC,1.9363645328855896
AZO,TRV,1.9363538346357472
TER,V,1.936345759151431
ECL,TJX,1.9363343066555974
ADBE,ZBRA,1.9363335392417105
CINF,FISV,1.9363307189840486
DTE,SPGI,1.9362632952978656
CBRE,TEL,1.9362558714682534
DRI,URI,1.936250321035648
ELV,MA,1.9362498960108883
HON,PWR,1.9362452521440658
APO,EQIX,1.9362241060100673
CMS,WMT,1.9362053270234834
BLDR,TJX,1.9361920418768175
RJF,TDG,1.9361532468339868
DECK,IEX,1.9361370033426206
COR,MCD,1.936135350259385
CME,KKR,1.936113653621926
UNH,YUM,1.936106122198526
BSX,VRTX,1.9360991349740944
NFLX,TPL,1.936095324467186
LOW,PH,1.9360784347649305
ETR,MCD,1.9360783513492923
KLAC,ZTS,1.9360506560021247
NVR,UNH,1.9359947757975773
AMZN,ITW,1.9359941022658673
ELV,PAYX,1.9359878407594227
CBOE,TMUS,1.9359838970651937
CRM,FISV,1.9359629048790787
GL,RSG,1.9359395487245623
LOW,WMT,1.9359279604405675
HSY,NDAQ,1.9359262277684257
MS,SCHW,1.9359194385840535
IQV,V,1.9359138053854021
BRO,LULU,1.93589898694901
DRI,LRCX,1.9358986164807725
AMD,TMO,1.9358814293000366
MCO,PCAR,1.935847424354457
BKNG,KLAC,1.935777659194199
ALLE,V,1.9357106685062178
CB,NVR,1.9356674341597255
ROL,TECH,1.9356600573447122
LLY,NOC,1.9356441768328645
ADBE,BLK,1.935641782140751
AMZN,DHR,1.9356269843022542
MCK,PKG,1.9356179271613452
MA,MNST,1.9356160208412354
GNRC,MRSH,1.9355979937408843
GRMN,ON,1.9355821676827774
PWR,UNP,1.9355717563264403
ARES,CINF,1.9355651982797633
ROK,URI,1.9355366151111262
ADBE,SHW,1.9355307694166342
ADI,LYV,1.9355178201713055
NI,SO,1.9355147319460588
ADI,UNP,1.9355083935766282
PH,TER,1.9354872374754746
CBOE,LLY,1.9354848322296994
CRL,GOOG,1.9354602476863751
ROP,TECH,1.935445747329317
J,JBL,1.935441842635516
ARES,ROST,1.9354078149981373
HCA,WST,1.9353896376935025
AAPL,NOC,1.9353826238641962
AAPL,COR,1.9353763320547044
APO,LHX,1.935331481355586
JBHT,ODFL,1.935323996546485
DRI,TRV,1.9353193830104443
STX,WM,1.9353064616985085
HON,J,1.935292939248824
CRH,DHI,1.935291426830065
DOV,JCI,1.93528617265869
ADBE,TPL,1.935256961871839
LDOS,ODFL,1.9352523254383494
EXC,LNT,1.935251789640307
FICO,STX,1.9352071639590243
AVGO,MPC,1.935161360447535
ABBV,DGX,1.935160164906772
ACGL,MPWR,1.9351239318866826
AON,CBOE,1.9351050599878228
AOS,MSFT,1.9350897182860607
ANET,PCAR,1.9350846279425573
DE,LRCX,1.9350276554849548
CAT,NFLX,1.9350002085178222
META,TTWO,1.9349554226975518
ED,RSG,1.9349180947715476
DGX,EME,1.9349090990324314
TECH,UNH,1.9348485177817119
BLDR,PTC,1.9348251780121426
ROK,WM,1.9347926677807459
MDLZ,PGR,1.934789582408173
ALLE,APH,1.9347840083418268
AMD,LDOS,1.9347665800790494
DG,SNPS,1.9347654461339217
ADP,STLD,1.9347269220463665
NOC,PH,1.934723740956007
STX,TT,1.934700240694568
EW,V,1.9346555583505107
MPWR,NXPI,1.9346447934733522
AON,UNP,1.93463697083225
PH,RF,1.9346328785032445
ANET,LOW,1.9346107931417613
EW,FISV,1.9346034822501712
JKHY,SPGI,1.9345754025555093
ADSK,ORCL,1.9345741944520005
DLR,RSG,1.9345528715102323
AON,HSY,1.9345161752882007
BR,PODD,1.9345126430074246
LII,TYL,1.934505725431773
AME,MCK,1.9344902396510557
APO,DUK,1.9344821560732581
IT,UNH,1.9344587965503919
JCI,PGR,1.9344431958442243
ABBV,ADI,1.9344295667006726
DOV,TRV,1.9344293236786743
SW,WRB,1.9344131768283
MPWR,RJF,1.9344007662562943
BLK,MCD,1.9343983128020974
DE,DRI,1.9343740045326479
AWK,SNPS,1.9343718092491886
DPZ,SYK,1.9343645265543055
APO,STX,1.9343529972306701
FICO,LEN,1.934327048087404
AMAT,NFLX,1.9343050395152446
ADBE,BSX,1.9342565638144613
COST,SBAC,1.934248723759787
LDOS,PAYC,1.9342263731755023
JCI,WM,1.9342014860392949
IT,SHW,1.9341707444716087
LMT,WST,1.9341605900673091
JPM,PAYC,1.9341457629145316
GWW,RJF,1.9341413651925874
PHM,POOL,1.9341276463541732
ANET,DHR,1.934122806088637
BX,LII,1.9341227849663465
GWW,POOL,1.9341037154691487
HIG,INTU,1.934097298717588
ABT,FIX,1.9340530372497848
DHR,LRCX,1.9340383047822296
APO,NEE,1.9340296023166756
A,ZTS,1.9340105262872054
DOV,PLD,1.9339988816438658
ADP,RTX,1.9339879380684994
LRCX,MTD,1.9338938635023646
TECH,ZBRA,1.9338915104879795
DRI,GWW,1.933867640596918
AFL,UNP,1.9338544747979187
AIZ,LII,1.933827519344053
CMS,TT,1.9338036516688557
ISRG,PNR,1.9337959716933433
MSFT,TRGP,1.9337870722592707
HIG,ROL,1.9337753887184206
DE,J,1.9337639279656507
CDW,FDS,1.933705006132512
NDAQ,TRMB,1.9336769403515317
CDW,LYV,1.9336669070090342
MPC,WRB,1.9336411084525897
FAST,HIG,1.933632127749484
DTE,V,1.9336276054024537
AAPL,MNST,1.9336162594945627
ITW,LDOS,1.9335771400337505
BSX,KO,1.9335522284887738
CPRT,DUK,1.9335323349284237
AAPL,NDSN,1.933520696640239
CAT,IDXX,1.9334838513816397
CRH,VMC,1.9334672102874753
PAYC,ZTS,1.9334642886700841
LHX,PH,1.9334210417066873
IEX,MCO,1.933410641705199
DHR,KEYS,1.9334039326379493
BLK,NDSN,1.933389575411371
BALL,PGR,1.9333798146297898
AMZN,J,1.9333794878184123
PHM,TKO,1.9333666585168747
HWM,PCAR,1.9333624549246158
ICE,KEYS,1.933353269777805
EME,LMT,1.9333287128950707
ITW,LMT,1.9333271945193888
VRSN,WM,1.933326053409886
BX,ERIE,1.9333206219729269
GD,MPWR,1.9332920067879928
A,WRB,1.9332830288858944
CDNS,RVTY,1.9332765588106435
AXON,DHR,1.933258153441759
MRK,MRSH,1.9332420183027306
CME,ORCL,1.9332114528569329
AME,GNRC,1.9331721865065898
ADSK,FTNT,1.933164005773853
FTNT,URI,1.9331367912503963
ALGN,KLAC,1.933093465824554
ACGL,INTU,1.9330828466962562
ITW,MAR,1.9330731304267732
ARE,CPRT,1.9330729656674484
DECK,ROST,1.9330716849159817
BRK-B,STLD,1.933064866073724
AMZN,DHI,1.9330564306770677
CDNS,DUK,1.933053585882781
PKG,ROP,1.9330388648794083
DECK,WSM,1.9330367533238373
MSCI,TEL,1.933033269022707
ANET,AVY,1.9330032532799621
NVDA,RF,1.9329979579772614
BLDR,MCO,1.9329975842821268
ORCL,PEP,1.9329954323251208
ACN,YUM,1.9328825712472097
CRM,NDAQ,1.9328661296279313
AXP,TXN,1.9328592143221621
AFL,ETR,1.9328519875697439
TDG,TTWO,1.932831852393608
APH,ROST,1.932809734485504
ALL,ATO,1.9328050270918422
EL,KKR,1.9328005277330729
MCD,PANW,1.9327947926800562
ABBV,NVR,1.9327643783903672
PAYC,ZBRA,1.9327566116254733
BRK-B,NFLX,1.932745452651744
AJG,COO,1.932741282545741
AJG,CIEN,1.9327310173986245
HCA,LOW,1.9327025688365158
BR,SW,1.9326859456276015
CME,YUM,1.9326796862815405
GL,MSFT,1.9326665495277282
EME,IEX,1.9326617426812582
ABBV,DE,1.932655838909434
CDNS,CSCO,1.9326176415578573
DE,NOW,1.9325977928768554
HD,TEL,1.9325944842441143
EME,HON,1.9325878417746531
ECL,ROL,1.9325759534978713
BSX,JBL,1.9325509665692988
NKE,RSG,1.9325462306775973
AVY,DHI,1.9324932384692814
CDNS,PEG,1.9324856471990879
EME,PANW,1.9324817582873939
DUK,EVRG,1.932480181366689
MSI,WELL,1.9324525678939066
MNST,SNPS,1.9324452670117704
AAPL,CRL,1.9324197105296839
IDXX,ZBRA,1.9324096796156194
MS,WMT,1.9323904293027792
ODFL,TMO,1.9323828796395959
MOH,WRB,1.9323368286656122
AJG,MKC,1.9323244463104234
GNRC,ICE,1.9323236403264146
TT,TTWO,1.9322934723358973
AFL,MPC,1.9322883522206178
CPRT,EBAY,1.9322741435134108
APH,EBAY,1.932266520419288
CSX,ETN,1.9322235432793646
ARES,RTX,1.9322224218301682
JBL,NDSN,1.9322220529967638
PWR,RF,1.932206405150263
ALL,CBOE,1.9322042270705553
ADI,CBRE,1.932196490304229
BR,CSX,1.932189826006129
AMD,DHI,1.932187684189468
MA,NRG,1.9321538933294604
BRO,GEN,1.9321493765766329
INTU,MNST,1.9321398403899417
WM,WSM,1.9321377016690084
AMZN,HUBB,1.9321165425852675
AMZN,TKO,1.9321033325237806
APO,TRGP,1.932098501316292
ARES,MAA,1.9320811480708995
GE,URI,1.9320500472317124
ACN,EXPD,1.932046019719316
BR,GD,1.9320366277953027
AXON,EMR,1.9320279354701735
BLDR,SHW,1.9320256349467682
LMT,PH,1.9320230676178491
AZO,LRCX,1.9320028533703042
CBRE,NOW,1.9319910675099998
COST,KR,1.9319901548583462
ANET,ATO,1.9319847910199355
FAST,HON,1.931973166805801
MCK,TDG,1.93197100832067
AFL,BAC,1.9319623634963556
EME,NFLX,1.9319485420168079
GOOG,HWM,1.9319343175590193
CBRE,XYL,1.931927160199178
CPRT,PNR,1.9319067497918092
EME,NOC,1.9319034461244489
LHX,MCO,1.9318937203955944
DLR,PGR,1.9318129412998886
ADP,UNP,1.9318077973998549
JKHY,SNPS,1.9317989022604782
IEX,WMT,1.9317915265987968
AMP,PANW,1.9317902496202821
AEP,AWK,1.931788189763298
FIX,TTWO,1.9317830716232522
SPGI,STX,1.9317718232590346
FICO,VMC,1.9317695814804847
HWM,SYK,1.9317621651159942
SHW,URI,1.9317252614725477
CRH,MPWR,1.9317136473458103
ELV,FTNT,1.9317090101921237
PAYX,RJF,1.9316623155679404
CMI,VRSK,1.9316260838393775
BRO,FIS,1.9316146078243557
EQIX,TMUS,1.931585190067885
AMAT,EQIX,1.931549141229362
DGX,TMUS,1.9315397146212563
SO,TJX,1.9315271407295656
ETN,ZBRA,1.9315068674099407
TRV,YUM,1.9315036978962987
ACN,NEE,1.9314963493739812
HD,NFLX,1.9314458514695203
CAT,MLM,1.9314396535502747
HIG,SYK,1.9314356027166781
GS,TMUS,1.931430813327074
GWW,LYV,1.931407514078509
ALL,LHX,1.9314057202358117
TRV,UNH,1.9313969729120277
CDNS,MAA,1.931390223733193
FAST,NDSN,1.931380138656016
EPAM,GWW,1.9313633944887831
AMD,TYL,1.931360770236293
CRH,DOV,1.9313313909779946
CINF,WMT,1.9313168260336333
AME,ZTS,1.9313060327013696
AMD,XYL,1.9312859761786414
ARES,DTE,1.9312661186118927
NOW,TTWO,1.931215049847839
ADP,NTAP,1.931210806113627
CRM,KKR,1.9311901610227213
COR,ORCL,1.9311646264369045
LIN,NOC,1.9311617242759287
IT,RJF,1.9311488688025469
IQV,MA,1.9311188659529228
BX,KEYS,1.9311107476637885
DGX,FTNT,1.9310901917459757
DE,SHW,1.931074405261655
EMR,SPGI,1.9310724317640897
UNH,ZBRA,1.9310267406430206
EL,MSCI,1.9310155783020029
ADI,ERIE,1.9310095850972544
CDW,EPAM,1.9309461162264394
DTE,SNPS,1.9308993862001416
LYV,STE,1.9308956731216562
LLY,ZBRA,1.9308901019430373
KHC,RSG,1.9308889403448677
AVY,TMUS,1.9308787846945261
TDG,TEL,1.9308755352567482
ARES,EW,1.9308689756827804
FICO,GPN,1.9308546904676462
GRMN,IBKR,1.930853901972012
LOW,PHM,1.9308370345957524
BLK,CRH,1.9308365114799062
AFL,MAA,1.930836339262407
FICO,LH,1.9308255653552926
KKR,NDSN,1.930819012237957
DELL,ICE,1.9308130112813093
ANET,PG,1.9308039122763359
FIX,SO,1.9307984634356086
ORLY,TECH,1.9307837742652576
VRSK,YUM,1.9307808705622416
AXP,META,1.930774041750003
BSX,CMG,1.9307726177448299
IEX,PAYX,1.9307065913061834
J,ZTS,1.9306986996971982
HCA,URI,1.930688082274667
NEE,WRB,1.9306484006951086
MSFT,NXPI,1.9306273707058574
KO,LNT,1.9306067465195706
NVDA,PCG,1.9306029352664325
BALL,RSG,1.930595897487433
AEP,COST,1.9305952779919175
PAYC,SHW,1.9305393664967367
NEE,TMUS,1.9305089799211324
ETN,TRMB,1.9304923690946503
HLT,KO,1.9304874838785375
NOC,V,1.9304714893544548
APH,CINF,1.9304630328566168
GLW,WM,1.9304434984273537
AJG,NWS,1.930437129436464
PGR,VTRS,1.9303959106465818
GRMN,PYPL,1.9303897555298124
AVGO,RVTY,1.9303892918350964
AXON,KEYS,1.9303877239588503
ADP,ETR,1.9303857584357849
KKR,TTD,1.9303836121193425
CBOE,GWW,1.9303811652145244
PWR,WSM,1.9303751910180187
DHI,TKO,1.9303636685359535
AIZ,AMAT,1.9303588438541002
SNPS,TEL,1.9303369794246037
AMAT,TJX,1.930333999123823
BX,PHM,1.9303091257274463
ISRG,PEG,1.9302566171467326
BAC,KKR,1.9302532828395915
LRCX,STLD,1.9302462339363722
ARES,SMCI,1.930240760341228
AZO,TPL,1.9302366931763917
ABBV,ELV,1.9302339324663533
DE,MS,1.9302112063567933
AMD,LII,1.9302106791538578
BSX,CSCO,1.930209072490116
AZO,HSY,1.930204910795422
EFX,GRMN,1.9301965425268899
AWK,POOL,1.9301856095093604
HWM,SPGI,1.9301369663373809
ADI,LII,1.9300865538844676
CAT,RTX,1.9300698865296932
CDW,CMG,1.9300586940509974
AEE,HD,1.930057336759979
FICO,GEN,1.930038603105338
KO,NVR,1.930026375067306
SRE,WRB,1.930020238465822
EXC,FICO,1.930017342579434
ACN,DHI,1.93001494491262
HON,ICE,1.9300104520727872
CNP,WM,1.9300034963801453
CAT,TSCO,1.929951056823007
ABBV,ATO,1.9299188900799429
FISV,LHX,1.9298874499006173
BRK-B,DTE,1.9298778623116257
A,TXN,1.9298772157846609
AEE,MPWR,1.9298262882715642
AEE,PG,1.9298218046507791
AMGN,MSI,1.929816381735885
CTAS,WMB,1.9297972854261807
AEE,FTNT,1.9297809873621312
DECK,RMD,1.9297622107252568
DELL,VRSK,1.9297619220175373
MTD,POOL,1.9297402134973807
ABT,ORCL,1.9297002167407158
BLK,ERIE,1.929686742145217
ROST,TDG,1.9296684990299324
ACGL,FISV,1.9295791711872272
DGX,SYK,1.9295766207035498
AMD,ORCL,1.9295752726683426
GNRC,ODFL,1.9295644786150727
ARES,PEG,1.9295641854310142
GD,JPM,1.9295598156633496
ODFL,PLD,1.9295410071486532
DUK,GRMN,1.929536319386293
ADBE,PAYX,1.929513297102195
CRH,JBL,1.9295063481949348
CME,TJX,1.9294810371847306
BLK,EPAM,1.9294805319147403
GOOG,IQV,1.9294191487418308
LYV,PAYX,1.9293914919748572
APH,SCHW,1.929371093443382
HCA,ICE,1.9293595626254902
BRO,GPN,1.9293325208428689
MRSH,SMCI,1.9293003280015246
EL,FAST,1.9292952909843848
DGX,PWR,1.9292400656560564
EPAM,IDXX,1.9292127756920376
ON,WM,1.9291779463816263
AVY,BLDR,1.9291359179144967
BSX,PAYC,1.929116701881417
ABBV,HUBB,1.9290975326364075
LNT,TDG,1.9290824290892135
ADBE,TER,1.9290789990745445
BR,SO,1.9290707362674688
GWW,ON,1.929060955494533
MLM,NDAQ,1.9290540882543699
AMAT,ON,1.9290432256693006
CPRT,DXCM,1.9289783096017008
IRM,WMT,1.928972936904144
EXPD,MRSH,1.9289667817005416
ADI,ALL,1.9289548855999437
NEE,UNH,1.928918962806214
AXON,PG,1.9289161185692325
MPWR,OKE,1.9289149709030862
ALL,RJF,1.9289065073975482
AFL,KEYS,1.9288950778594418
LLY,STE,1.928848858000988
TRGP,TT,1.9288462313100865
BX,URI,1.9288298067544472
AZO,HIG,1.92882900437692
EQIX,SYK,1.9288273373252782
CSX,MPWR,1.928816880680621
JNJ,MSI,1.928806668119132
AMP,YUM,1.9287948305019593
COST,XEL,1.9287875181291825
MCO,TER,1.9287780214016441
DUK,WMT,1.928754227611755
BR,EW,1.9287533891286723
DELL,NTAP,1.9287531900218848
HUM,MSFT,1.9287471584564022
ADBE,PLD,1.9286978865824245
ACGL,CINF,1.9286550437885095
CINF,ISRG,1.9286485074457553
FTNT,NTAP,1.9286188391653452
SNPS,TGT,1.9286170370832354
AXON,MS,1.9286063577540364
KKR,VRTX,1.928604113324721
CBOE,TJX,1.9285720150892531
GOOG,NEE,1.9285619761633268
CAT,NDSN,1.9285530821259826
AZO,DTE,1.9285486095396445
CSCO,MPWR,1.9285470279183712
DTE,FISV,1.9285460441048288
ALLE,AON,1.9285319314840026
DELL,ROL,1.9285217333259093
ADBE,ERIE,1.9285045313837166
ALLE,NDAQ,1.9284898576587315
HWM,PHM,1.9284845186357122
MSCI,MTCH,1.928469410779741
PTC,YUM,1.9284463365737963
ROST,V,1.9284402540781655
AVY,CBRE,1.9284217771121392
CRH,WMT,1.9284152492768483
BRO,TGT,1.9283690723572864
JPM,NRG,1.9283637663540292
LDOS,NOC,1.9283453744028454
ORCL,ZTS,1.9283414122182303
MOH,MSCI,1.9283301587511512
MSFT,NWS,1.928321949357585
DE,ITW,1.928314874318106
AES,AJG,1.9282853865062013
GD,SYK,1.9282675962992015
IDXX,PH,1.9282515107320497
KEYS,SYK,1.9282373498821472
L,MA,1.9282208121398152
CME,LLY,1.9281946779014685
CDW,PCAR,1.928181780287668
GWW,NDSN,1.928177873500327
BAC,CFG,1.9281483473411887
CRL,MCO,1.928137469756954
KEYS,PTC,1.9281069692583062
AIZ,PKG,1.9280968079626588
CPRT,GL,1.9280412992480205
CEG,NVDA,1.9280219106653118
AON,ETR,1.9280204201788944
ISRG,SO,1.9280113940268286
CPRT,EXR,1.928010598063682
GOOG,IEX,1.9279987656595798
ICE,JBL,1.927993113655918
AME,NFLX,1.9279777727312974
ECL,ROP,1.9279480842245187
COST,IQV,1.9279433204692307
LII,NFLX,1.9279422325440603
TMUS,UNP,1.927923316342297
AFL,META,1.927917875087958
TXN,VRSK,1.927914112547451
ARES,VMC,1.9278886749020885
MA,MRK,1.9278731647355805
VRSK,ZBRA,1.9278725901025198
FIX,IEX,1.927862645680405
GNRC,WRB,1.927857283547971
ACGL,HD,1.927790345450313
CMS,MCD,1.9277866787403746
ARES,EXR,1.9277661453959551
AAPL,MTD,1.9277512747763133
ARES,ETR,1.9277490706893803
MCK,ODFL,1.9277251506223696
DXCM,WMT,1.927692864773231
CME,NVR,1.9276576931590217
TRV,XYL,1.9276478144114209
FAST,TEL,1.9276099159696063
NVDA,TTD,1.9275999036219247
CAH,MRSH,1.9275778433349593
FISV,HUBB,1.9275635685438512
ADSK,MRSH,1.927562946894927
ISRG,WSM,1.9275478175748504
LLY,LYV,1.9275401339489866
GRMN,LULU,1.927510227769287
DE,TMUS,1.9274990031591293
ACN,META,1.9274756583961812
CSCO,KKR,1.9274737117802407
DGX,ODFL,1.9274587832962282
IQV,TDG,1.9274076437716414
COR,JBL,1.9274040896285987
BLDR,CMG,1.9274015454111193
ABT,HD,1.927386504404587
APH,CAH,1.9273629367050933
AAPL,LHX,1.9273603050225858
GEN,MA,1.9273544508567435
APO,PEP,1.9273351554667042
AMD,AZO,1.9273252827812608
ADP,GD,1.927316513374353
GNRC,NVR,1.9272877025342396
AAPL,ON,1.9272830909209993
MSCI,SO,1.9272830282057167
BRK-B,ELV,1.9272641586503845
LII,TRV,1.9272581502462212
DUK,KLAC,1.9272580866518225
ETN,GS,1.927250199739258
ECL,MSCI,1.9272228529095399
JPM,ROK,1.9272214254386635
APD,KLAC,1.9271994496738538
SYK,ZTS,1.9271979408710318
MLM,SPGI,1.92718762993363
ALL,DTE,1.9271773258107137
ICE,MS,1.927165546887493
ADSK,BR,1.9271620429479988
ATO,FTNT,1.9271396988950948
APO,SMCI,1.927129692802741
BR,STLD,1.9271286765484799
NOC,TDY,1.9270948739270395
PH,WST,1.9270818358421888
ISRG,RJF,1.9270763520783956
META,WST,1.927075076130695
EME,SMCI,1.927065706545901
LIN,ROK,1.927065434306456
AAPL,HIG,1.9270607185637436
MCD,RMD,1.927057412739249
BR,GS,1.9270533594545551
ACN,DELL,1.9270502451166491
BRO,MET,1.9270299497809544
CME,LII,1.927004899799065
AVGO,HSY,1.9270031264785432
PH,RMD,1.926988518608003
FIX,SCHW,1.9269577313496387
LII,NTAP,1.926946791868092
AME,TRMB,1.9269459704894256
J,UNH,1.9269266260137528
AME,CME,1.9269157640674208
ACGL,LII,1.9269069316296839
ADSK,PAYC,1.9268560266120107
CSCO,ICE,1.9268045440686272
HWM,PAYX,1.9267999996008787
IR,NVDA,1.9267756925354427
DE,TJX,1.9267542231180312
ADSK,AON,1.9267406163076788
DELL,IT,1.9267303862191714
IBKR,WRB,1.926726352814351
AON,EPAM,1.9267022938986194
AON,MAA,1.9266959475940735
PNR,PWR,1.9266887765270135
ROL,STE,1.9266640487024222
BX,PAYC,1.9266622718525594
CAH,MA,1.926637410475386
AMP,IBKR,1.926629216720098
AME,HIG,1.9266066530804375
CRM,MPWR,1.9265960904725377
ANET,ZTS,1.9265819170756258
BSX,J,1.9265754194821973
FTNT,RJF,1.9265626737585289
DECK,TTD,1.9265122232936496
FITB,SCHW,1.926466645795675
ALL,HWM,1.926461742614404
CTAS,MET,1.926414385256266
BX,DHI,1.9263784837666034
AJG,FANG,1.9263635168274107
BLK,MAR,1.9263573005648598
ALL,NOC,1.9263283405528566
NOC,POOL,1.9263189206781721
ITW,TER,1.9262993622152658
AXON,J,1.9262968529500315
MS,PNC,1.9262842808671556
CTAS,PFG,1.9262595240539024
AXP,STX,1.9262500057337812
GS,MA,1.9262336348919107
NRG,V,1.9262328337091639
NDSN,XYL,1.9261969375751082
HWM,NOW,1.9261858123469677
EXPD,PWR,1.9261836099182785
DHI,PAYX,1.92618119176273
MCO,ZBRA,1.926156045779079
IQV,ISRG,1.926137191927237
ABT,TECH,1.92613706159602
RJF,TDY,1.9260869299345258
HWM,TPL,1.9260529258543269
CAT,JCI,1.9260470489403851
APO,MU,1.9260028494574262
NOW,PLD,1.9259905437614286
FAST,FDS,1.92593497365962
CHTR,RSG,1.925932980178906
APH,PYPL,1.9259266994527011
ABBV,ERIE,1.9259239133937336
AZO,POOL,1.9259115789616907
LH,TT,1.925882085206977
BKNG,TT,1.9258627699600541
DECK,EL,1.9258612762685798
FTNT,PLD,1.9258413315630298
AMP,JCI,1.925816205962325
AMP,LYV,1.9257891240184821
AXP,L,1.9257760300169893
APO,DTE,1.9257745786947695
AMAT,AZO,1.9257700778139546
EW,GOOG,1.9257352710677145
IQV,PAYX,1.9257286631644086
IRM,LIN,1.925719590037148
ADP,CRL,1.9257158878069092
BRK-B,TKO,1.925707769938011
IR,WM,1.9256848410586471
CMI,MSCI,1.9256837152578425
HLT,NSC,1.9256836350616622
LLY,MOH,1.9256476430654748
NDAQ,RTX,1.9256421912300121
AEE,FAST,1.9256328086944994
BAC,CBRE,1.9256285366894779
ARES,PYPL,1.9256058109450525
BLDR,FISV,1.9255769830477938
AMP,UNP,1.9255475543471685
DOV,GNRC,1.925535548163136
AIZ,AMZN,1.9254801542193387
MRSH,RVTY,1.9254761698603415
NFLX,PAYC,1.9254710695482797
ADBE,PWR,1.925463530995505
ARES,TRMB,1.9254540474434683
AMAT,NDSN,1.9254364593019417
